name;rating;damage_round;headshots;headshot_percent;aces;clutches;flawless;first_bloods;assists;kd_ratio;kills_round;score_round;win_percent;agent_1;gun1_name
Jamie Pontius;Immortal;171.6;141.0;22.2;0;52;42;141.0;242.0;1.27;0.9;259.8;60.5;Raze;Phantom
SautÃ© Jay;Immortal;123.2;146.0;26.0;3;161;118;146.0;1.052;1.0;0.7;188.0;53.9;Fade;Phantom
DoubleOC;Immortal;142.5;107.0;25.6;2;82;52;107.0;337.0;1.06;0.8;215.3;52.5;Viper;Vandal
Cuppa;Immortal;139.4;106.0;21.7;0;99;48;106.0;416.0;1.08;0.7;211.1;53.2;Chamber;Vandal
Snackicals;Immortal;149.4;276.0;25.5;5;136;70;276.0;368.0;1.03;0.8;227.5;53.8;Jett;Vandal
Fish;Immortal;135.1;124.0;19.3;2;99;62;124.0;415.0;0.97;0.7;202.5;58.6;Brimstone;Vandal
ReaIity;Immortal;155.4;185.0;21.5;5;100;48;185.0;473.0;1.14;0.8;242.8;54.5;Raze;Vandal
Kuroh;Immortal;136.4;119.0;27.6;1;88;42;119.0;288.0;1.09;0.7;207.6;52.5;Chamber;Vandal
Makima;Immortal;141.8;87.0;22.4;2;54;34;87.0;168.0;1.03;0.7;212.2;71.4;Jett;Vandal
nimdoble;Immortal;134.9;139.0;30.0;2;107;65;139.0;427.0;1.12;0.8;209.2;61.5;Chamber;Vandal
Kanye;Immortal;167.8;317.0;29.1;3;144;112;317.0;475.0;1.23;0.9;259.9;64.5;Chamber;Vandal
Tanya The Evil;Immortal;148.2;463.0;20.7;3;210;147;463.0;736.0;1.11;0.8;230.6;61.6;Jett;Vandal
Flux;Immortal;133.7;159.0;22.7;0;122;73;159.0;422.0;0.93;0.7;201.7;56.8;Jett;Vandal
V1 Boricua;Immortal;127.2;151.0;24.4;0;130;74;151.0;366.0;0.95;0.7;193.4;47.6;Chamber;Vandal
Midnight;Immortal;147.7;215.0;20.9;1;107;77;215.0;376.0;1.16;0.8;231.0;52.5;Chamber;Vandal
KPAPI;Immortal;128.9;116.0;25.6;0;90;45;116.0;404.0;0.93;0.7;197.7;57.1;Omen;Vandal
Bellum;Immortal;155.1;110.0;22.6;1;89;44;110.0;213.0;1.11;0.8;234.8;63.8;Jett;Vandal
shiekk;Immortal;150.2;155.0;24.3;1;111;57;155.0;358.0;1.03;0.8;230.1;63.5;Omen;Vandal
vis lucky;Immortal;142.7;166.0;26.5;1;101;42;166.0;323.0;0.99;0.8;220.1;49.2;Jett;Vandal
AyyJayy;Immortal;137.5;137.0;26.5;1;119;70;137.0;475.0;1.06;0.8;213.9;48.7;Fade;Vandal
tan;Immortal;147.4;289.0;19.8;2;140;84;289.0;499.0;1.09;0.8;228.3;44.8;Jett;Vandal
ayzs;Immortal;126.6;84.0;22.5;2;98;38;84.0;402.0;0.89;0.6;187.8;50.9;Brimstone;Vandal
Will C;Immortal;128.3;163.0;16.9;1;152;99;163.0;664.0;0.92;0.7;192.5;53.6;Skye;Vandal
Equal;Immortal;157.0;229.0;22.5;3;144;82;229.0;414.0;1.19;0.9;241.6;44.5;Jett;Vandal
Mugen;Immortal;137.9;86.0;21.4;0;53;42;86.0;184.0;1.02;0.7;207.8;54.8;Chamber;Vandal
M2 w00t;Immortal;150.5;98.0;24.9;1;77;49;98.0;298.0;1.13;0.8;226.8;56.1;Sova;Vandal
drmoho;Immortal;170.0;258.0;20.6;5;123;72;258.0;391.0;1.27;0.9;262.9;55.1;Reyna;Vandal
Kurisu Makise;Immortal;152.8;138.0;14.0;3;95;59;138.0;381.0;1.01;0.8;227.0;53.9;Raze;Vandal
Status;Immortal;155.3;110.0;25.5;2;72;46;110.0;167.0;1.21;0.9;242.1;58.1;Chamber;Vandal
Krambcake;Immortal;139.7;78.0;17.7;2;105;43;78.0;309.0;1.0;0.7;209.9;53.3;Chamber;Vandal
stewV2;Immortal;181.6;199.0;26.6;8;84;47;199.0;234.0;1.32;1.0;276.2;62.7;Reyna;Vandal
sami;Immortal;144.3;121.0;22.4;1;76;55;121.0;218.0;0.98;0.7;213.6;52.9;Raze;Vandal
Panifer;Immortal;156.2;124.0;21.7;0;60;39;124.0;182.0;1.09;0.8;241.9;57.9;Reyna;Vandal
JustAFreshie;Immortal;159.3;153.0;19.1;0;88;53;153.0;268.0;1.17;0.8;243.5;48.4;Jett;Vandal
kdixooN;Immortal;135.6;205.0;27.5;3;143;84;205.0;546.0;1.04;0.7;204.8;57.0;Chamber;Phantom
Rudy;Immortal;133.8;112.0;20.1;0;113;73;112.0;556.0;0.99;0.7;204.5;48.6;Brimstone;Vandal
Bombshell;Immortal;142.7;209.0;26.7;3;144;90;209.0;408.0;1.11;0.8;219.9;55.9;Chamber;Vandal
Jiwon;Immortal;157.6;114.0;16.9;1;72;38;114.0;271.0;1.22;0.8;243.9;63.0;Sova;Vandal
Galaxy;Immortal;146.5;130.0;22.2;2;104;71;130.0;511.0;1.15;0.8;222.7;50.0;Viper;Vandal
Nayht;Immortal;155.9;119.0;17.3;3;61;41;119.0;197.0;1.18;0.8;240.1;65.9;Reyna;Phantom
miro;Immortal;136.4;109.0;30.8;0;79;46;109.0;268.0;1.0;0.7;204.6;56.6;Omen;Phantom
Repize;Immortal;118.6;74.0;22.9;0;82;50;74.0;335.0;0.91;0.6;185.7;65.3;Skye;Phantom
10F Lroh;Immortal;132.0;44.0;22.4;0;50;36;44.0;228.0;1.05;0.7;202.7;59.5;Omen;Phantom
SNSTA;Immortal;177.2;266.0;32.9;4;125;83;266.0;398.0;1.27;1.0;271.9;48.9;Raze;Vandal
CSR Bryte;Immortal;139.3;168.0;18.2;4;174;82;168.0;775.0;1.01;0.7;215.5;45.7;Omen;Phantom
Merlin;Immortal;132.9;86.0;24.1;0;80;51;86.0;367.0;0.99;0.7;204.4;54.7;Sova;Phantom
Prodigyãƒ„;Immortal;129.8;86.0;21.1;0;75;40;86.0;259.0;0.9;0.7;191.7;52.0;Chamber;Vandal
DONTSTOPSWINGIN;Immortal;126.8;92.0;24.4;1;57;26;92.0;250.0;0.89;0.7;191.5;51.2;Chamber;Vandal
sana;Immortal;161.6;279.0;22.5;1;115;75;279.0;320.0;1.16;0.9;253.0;51.1;Jett;Vandal
Albatross;Immortal;139.6;83.0;22.3;0;57;25;83.0;216.0;1.08;0.8;214.9;56.8;Chamber;Vandal
Pennies;Immortal;142.9;73.0;24.9;1;60;24;73.0;127.0;1.16;0.8;215.9;63.6;Chamber;Vandal
adam;Immortal;138.1;78.0;22.1;2;67;51;78.0;221.0;1.16;0.8;210.2;61.5;Chamber;Phantom
Kieran;Immortal;140.2;132.0;24.9;0;79;29;132.0;292.0;1.02;0.7;211.4;50.0;KAY/O;Vandal
LunaFox;Immortal;134.8;84.0;23.6;0;82;62;84.0;464.0;0.94;0.7;202.1;45.2;Fade;Vandal
EUFKNT33TH;Radiant;155.1;195.0;21.3;6;172;83;195.0;744.0;1.14;0.8;235.5;58.0;KAY/O;Vandal
Dog21;Immortal;159.4;488.0;19.4;6;226;146;488.0;796.0;1.11;0.8;244.2;58.5;Raze;Vandal
Mattå¼µ;Immortal;124.3;36.0;17.7;0;42;31;36.0;219.0;1.0;0.7;190.3;66.7;Omen;Phantom
pandoo;Immortal;139.8;156.0;15.8;2;120;95;156.0;754.0;1.1;0.7;217.5;58.2;Omen;Vandal
NightCE;Immortal;138.1;169.0;22.1;2;111;46;169.0;306.0;1.03;0.8;211.8;55.7;Chamber;Vandal
nomind;Immortal;152.2;313.0;21.8;4;155;81;313.0;508.0;1.07;0.8;233.9;50.9;Jett;Vandal
bxndit;Immortal;140.8;96.0;23.6;0;79;56;96.0;249.0;0.98;0.7;209.4;54.9;Chamber;Vandal
UglyFat Noob;Radiant;135.9;45.0;17.2;0;48;55;45.0;179.0;1.11;0.7;207.8;63.6;Breach;Vandal
ImGunnaSludge;Immortal;137.8;37.0;17.6;0;36;32;37.0;198.0;1.19;0.8;212.7;72.4;KAY/O;Vandal
Coco#P M;Immortal;145.6;495.0;27.3;7;334;179;495.0;931.0;1.05;0.8;223.5;51.2;Omen;Vandal
LyTi;Immortal;121.8;65.0;24.8;0;54;49;65.0;242.0;1.0;0.7;187.6;52.2;Skye;Vandal
g0n;Immortal;136.2;344.0;31.1;3;188;148;344.0;664.0;1.08;0.7;207.2;49.0;Chamber;Vandal
llllllllll;Immortal;143.2;128.0;20.2;0;82;36;128.0;227.0;1.06;0.8;222.0;51.0;Chamber;Vandal
enyaW;Immortal;145.5;244.0;29.3;3;138;98;244.0;522.0;1.09;0.8;222.1;53.1;Jett;Vandal
pibb;Immortal;145.4;114.0;19.3;0;61;45;114.0;216.0;1.12;0.8;223.4;51.1;Chamber;Vandal
EMP Judgment;Immortal;129.5;141.0;19.6;1;113;82;141.0;684.0;1.02;0.7;196.5;51.6;KAY/O;Vandal
lil piper;Immortal;136.9;251.0;28.1;0;158;95;251.0;609.0;0.91;0.7;206.1;51.8;Reyna;Vandal
BigBlackBoy;Immortal;150.0;96.0;19.2;2;88;55;96.0;362.0;1.15;0.8;232.6;64.8;Sova;Phantom
SLAMiFiED;Immortal;164.9;121.0;33.9;0;56;44;121.0;137.0;1.27;0.9;250.4;56.1;Jett;Vandal
p0rrdawg;Immortal;125.8;55.0;26.5;0;65;43;55.0;354.0;0.99;0.7;189.9;51.7;Viper;Vandal
Watson;Immortal;165.7;388.0;17.3;2;178;98;388.0;662.0;1.04;0.8;246.1;50.0;Raze;Vandal
KILLERCROPT163;Immortal;128.9;143.0;20.7;0;113;68;143.0;492.0;0.96;0.7;195.9;48.8;Omen;Vandal
Banshee;Radiant;152.6;223.0;28.1;3;106;69;223.0;291.0;1.1;0.8;231.4;52.0;Chamber;Vandal
nyanners;Immortal;150.1;106.0;20.8;1;58;31;106.0;217.0;1.1;0.8;227.7;51.1;Raze;Vandal
Banana Strangler;Immortal;151.9;365.0;35.4;3;150;116;365.0;379.0;1.12;0.8;234.6;44.8;Chamber;Vandal
JERM;Immortal;144.1;225.0;25.6;2;109;59;225.0;378.0;1.03;0.8;222.5;43.0;Chamber;Vandal
SpixyBigDixy;Immortal;156.3;271.0;31.8;1;99;44;271.0;189.0;1.0;0.8;245.4;50.0;Jett;Phantom
mohj uv;Immortal;156.7;198.0;32.0;3;88;49;198.0;201.0;1.15;0.8;243.4;61.4;Chamber;Vandal
Hungry White Kid;Immortal;135.2;104.0;18.8;0;85;64;104.0;345.0;1.03;0.7;207.7;57.1;Chamber;Vandal
CYN 4kStep;Immortal;148.2;69.0;24.6;0;92;45;69.0;368.0;1.12;0.8;223.2;59.3;Omen;Phantom
meoW;Immortal;152.7;151.0;22.0;1;65;53;151.0;162.0;1.21;0.8;236.6;58.7;Jett;Vandal
strawhat Wumui;Immortal;157.3;76.0;22.5;1;60;29;76.0;161.0;1.02;0.8;235.8;70.0;Raze;Vandal
Momo;Immortal;120.1;83.0;27.8;1;113;54;83.0;329.0;0.86;0.6;179.3;53.1;Sova;Vandal
VinnietheGenius;Immortal;141.7;203.0;21.4;2;102;61;203.0;285.0;1.07;0.8;225.5;60.3;Chamber;Phantom
Cruelty Darker;Immortal;165.9;144.0;32.7;2;75;30;144.0;213.0;1.13;0.9;254.8;44.9;Chamber;Vandal
oKah;Immortal;132.8;147.0;23.3;1;153;73;147.0;600.0;1.0;0.7;199.6;50.5;Fade;Vandal
Zay;Radiant;143.7;212.0;18.1;1;154;96;212.0;462.0;1.05;0.8;218.5;47.0;Jett;Vandal
TU muldodan;Radiant;131.9;211.0;17.7;0;198;143;211.0;1.138;1.01;0.7;198.6;53.1;Sova;Vandal
Prochnost;Immortal;133.5;98.0;25.4;0;75;56;98.0;371.0;0.96;0.7;198.7;51.6;Sova;Vandal
eugene;Immortal;113.6;86.0;23.6;2;76;58;86.0;291.0;0.88;0.6;174.8;61.8;Sova;Vandal
krqnicle;Immortal;142.4;305.0;26.5;2;201;93;305.0;696.0;0.97;0.7;214.6;44.8;Chamber;Vandal
aer;Immortal;140.8;123.0;30.2;0;83;39;123.0;171.0;0.99;0.8;218.2;51.1;Jett;Vandal
nAvarrodeuS;Radiant;132.4;67.0;20.9;0;81;39;67.0;330.0;1.02;0.7;200.4;51.9;Sova;Vandal
Lime;Immortal;157.1;140.0;22.5;1;90;50;140.0;396.0;1.07;0.8;235.4;56.7;Brimstone;Vandal
youngeR;Immortal;127.7;108.0;24.8;0;118;47;108.0;352.0;0.88;0.6;189.0;44.4;Reyna;Vandal
jarjar;Immortal;116.3;63.0;17.4;1;75;47;63.0;365.0;0.92;0.6;177.8;44.1;Sova;Vandal
spitonyouforelo;Radiant;153.8;222.0;43.2;4;136;58;222.0;308.0;1.09;0.8;236.1;54.7;Jett;Vandal
LightY;Radiant;141.7;76.0;19.5;1;54;40;76.0;304.0;1.22;0.8;216.0;70.0;Fade;Vandal
Tigerr;Radiant;135.3;72.0;20.7;0;64;24;72.0;264.0;1.02;0.7;208.4;65.8;Fade;Vandal
GLANK;Radiant;141.1;298.0;22.5;1;160;87;298.0;513.0;0.98;0.8;217.8;52.0;Viper;Vandal
belle;Radiant;136.4;107.0;27.6;0;81;52;107.0;260.0;1.01;0.7;202.9;56.9;Chamber;Vandal
AD4;Radiant;135.8;306.0;22.7;1;214;119;306.0;843.0;1.0;0.7;207.8;53.8;Chamber;Vandal
twoOne;Radiant;143.1;438.0;18.0;8;268;193;438.0;972.0;1.04;0.7;217.4;54.1;Raze;Phantom
Mello;Immortal;133.4;231.0;19.4;2;220;124;231.0;1.069;0.92;0.7;201.9;49.3;Sova;Phantom
BennyS;Radiant;140.1;149.0;17.2;2;153;93;149.0;726.0;1.02;0.7;212.4;49.5;Brimstone;Vandal
rumys;Radiant;126.1;192.0;20.5;0;166;103;192.0;803.0;0.96;0.7;194.1;54.6;Brimstone;Phantom
NA1;Radiant;137.5;119.0;19.6;1;87;41;119.0;295.0;1.01;0.7;207.1;55.0;Raze;Vandal
WhoShotCha;Radiant;143.7;133.0;23.8;0;57;37;133.0;200.0;1.04;0.8;218.1;58.5;Chamber;Vandal
Kross;Radiant;121.0;77.0;15.6;0;90;55;77.0;531.0;0.99;0.7;191.6;53.1;Sage;Vandal
EvoLV;Radiant;139.0;169.0;23.4;0;132;72;169.0;534.0;1.07;0.7;214.7;47.8;Raze;Vandal
Flex;Immortal;133.6;493.0;19.0;5;307;169;493.0;1.074;0.96;0.7;206.3;49.0;Raze;Vandal
MooShu;Radiant;135.5;58.0;19.7;2;62;37;58.0;304.0;1.03;0.7;203.5;68.8;Sova;Phantom
unholy;Radiant;155.0;176.0;28.6;4;101;62;176.0;291.0;1.12;0.8;235.4;55.2;Jett;Vandal
revenant;Radiant;141.4;96.0;19.5;0;60;52;96.0;194.0;1.21;0.8;218.0;47.2;Chamber;Vandal
PHAX;Radiant;142.8;499.0;26.4;8;252;159;499.0;661.0;1.05;0.8;217.1;51.4;Jett;Vandal
Wrong;Radiant;141.1;101.0;23.2;1;79;27;101.0;269.0;1.09;0.8;218.6;52.0;Chamber;Vandal
SingleBreath;Radiant;128.5;108.0;20.4;3;67;41;108.0;279.0;0.94;0.7;197.9;51.1;Sova;Phantom
Minedude01234;Radiant;116.2;108.0;21.3;1;93;82;108.0;594.0;0.96;0.6;181.1;52.8;Brimstone;Vandal
JAMEIZ;Radiant;140.3;160.0;26.1;1;108;59;160.0;248.0;1.01;0.8;215.3;60.3;Chamber;Vandal
waddupXd;Radiant;137.1;136.0;20.5;1;137;90;136.0;689.0;0.97;0.7;206.0;49.5;Fade;Vandal
rain;Radiant;127.1;141.0;18.6;0;121;70;141.0;587.0;0.97;0.7;197.2;43.0;Skye;Vandal
Burns;Radiant;125.9;57.0;22.5;1;58;65;57.0;361.0;1.01;0.6;185.8;52.8;Sova;Vandal
Pluufi;Radiant;129.0;90.0;29.1;2;71;60;90.0;436.0;1.09;0.7;197.4;58.6;Viper;Vandal
TOP Clonez;Radiant;151.5;445.0;27.2;2;199;118;445.0;405.0;1.05;0.8;237.9;54.2;Chamber;Vandal
kazz;Radiant;128.7;49.0;28.5;0;74;52;49.0;394.0;1.04;0.7;193.4;61.8;Omen;Vandal
Cozartx;Radiant;144.4;67.0;18.2;1;54;52;67.0;251.0;1.05;0.7;218.1;59.0;Raze;Vandal
Pls Carry;Radiant;157.8;305.0;21.5;6;161;108;305.0;463.0;1.15;0.8;241.8;52.3;Reyna;Vandal
Tunnelkiller;Radiant;146.4;194.0;21.0;4;119;71;194.0;335.0;1.08;0.8;224.3;54.2;Reyna;Vandal
Yzuk;Radiant;157.6;308.0;26.7;4;183;98;308.0;545.0;1.1;0.8;239.5;54.5;Chamber;Vandal
Stevooo;Radiant;151.4;209.0;21.7;4;116;64;209.0;369.0;1.06;0.8;236.8;48.0;Jett;Phantom
3maer;Radiant;133.2;269.0;26.5;3;135;70;269.0;499.0;0.96;0.7;207.6;47.5;Chamber;Vandal
woop;Radiant;142.8;49.0;25.5;0;59;30;49.0;176.0;1.13;0.8;213.5;64.7;Sova;Vandal
OBLOCK CYBER;Radiant;142.7;137.0;31.6;1;83;48;137.0;298.0;1.12;0.8;218.2;50.0;Chamber;Vandal
j a s Î·;Radiant;139.3;278.0;15.9;2;186;114;278.0;633.0;1.15;0.8;218.8;47.8;Chamber;Vandal
0aoki;Radiant;136.3;85.0;20.2;1;68;34;85.0;211.0;1.01;0.8;213.2;52.5;Chamber;Vandal
nikk;Radiant;141.9;90.0;23.4;0;74;51;90.0;374.0;1.1;0.7;215.5;50.9;Omen;Vandal
azruf;Radiant;134.4;77.0;23.8;0;59;37;77.0;343.0;1.04;0.7;206.9;59.6;Fade;Phantom
Senso;Radiant;134.1;44.0;30.9;1;67;31;44.0;286.0;1.09;0.7;203.8;55.6;Omen;Vandal
rokuro;Immortal;157.3;201.0;22.0;2;105;79;201.0;411.0;1.11;0.8;240.6;52.8;Neon;Phantom
Anirir;Radiant;149.3;372.0;23.5;3;198;121;372.0;680.0;1.1;0.8;229.6;45.6;Jett;Vandal
glaive;Radiant;155.3;258.0;26.1;2;105;70;258.0;218.0;1.22;0.9;241.4;61.6;Jett;Vandal
Astaa;Radiant;149.0;171.0;19.0;3;92;74;171.0;329.0;1.12;0.8;227.9;62.9;Chamber;Vandal
wazuu;Radiant;144.3;75.0;22.5;0;32;34;75.0;130.0;1.24;0.8;221.6;79.3;Chamber;Vandal
Rooski;Radiant;149.1;339.0;24.6;3;201;93;339.0;462.0;1.08;0.8;227.6;54.2;Chamber;Vandal
50 Cent;Radiant;137.8;129.0;23.8;1;108;69;129.0;453.0;1.12;0.8;213.3;53.9;Chamber;Vandal
ThomasIsCold;Radiant;144.7;86.0;14.6;0;75;51;86.0;338.0;1.04;0.8;222.9;60.8;Raze;Vandal
PlayerKill;Radiant;149.1;85.0;15.2;2;48;37;85.0;200.0;1.08;0.8;241.7;64.7;Omen;Vandal
WRE Bi;Radiant;134.9;227.0;21.2;2;132;86;227.0;342.0;1.03;0.7;207.5;57.6;Chamber;Vandal
PeacekeeperX07;Radiant;147.2;154.0;25.7;1;105;40;154.0;297.0;1.02;0.8;225.6;60.7;Reyna;Vandal
twiko;Radiant;143.2;263.0;19.6;4;148;112;263.0;486.0;1.13;0.8;224.0;55.3;Omen;Vandal
Papa Fish;Radiant;129.8;99.0;23.2;0;87;57;99.0;372.0;0.92;0.7;196.2;55.2;Omen;Vandal
ShadyEBlTCH;Radiant;119.1;101.0;19.9;2;140;83;101.0;556.0;0.89;0.6;178.4;51.6;Sova;Phantom
CSP nauJoker;Radiant;120.2;202.0;20.7;3;187;147;202.0;1.109;0.92;0.6;180.5;47.6;Brimstone;Vandal
wei;Radiant;145.3;66.0;19.3;1;77;57;66.0;324.0;1.18;0.8;222.1;58.7;Omen;Vandal
RDY zenza;Radiant;154.1;198.0;29.3;4;105;86;198.0;391.0;1.22;0.8;240.6;59.5;Jett;Vandal
bIGgENIUSpLAYER;Radiant;149.2;173.0;21.9;2;78;32;173.0;195.0;1.04;0.8;229.6;57.1;Jett;Vandal
Alone;Immortal;139.6;68.0;29.9;0;57;39;68.0;180.0;1.09;0.8;213.6;56.4;Jett;Vandal
JDon;Radiant;159.3;158.0;34.9;3;71;32;158.0;200.0;1.12;0.9;244.8;54.4;Chamber;Vandal
jarr;Radiant;169.1;114.0;23.8;2;67;37;114.0;218.0;1.21;0.9;256.3;52.3;Sova;Phantom
dexstrat;Radiant;139.2;95.0;19.3;1;59;35;95.0;284.0;1.02;0.7;212.4;54.8;Chamber;Vandal
1268;Immortal;123.7;312.0;22.9;0;201;115;312.0;777.0;0.91;0.7;189.7;47.8;Chamber;Vandal
Turply;Radiant;145.2;148.0;25.4;3;79;23;148.0;189.0;0.94;0.8;222.1;52.3;Jett;Vandal
Fruity;Radiant;160.4;147.0;35.2;2;82;45;147.0;182.0;1.18;0.9;243.6;49.1;Reyna;Vandal
Moto Moto;Radiant;138.1;242.0;26.3;0;154;107;242.0;671.0;1.06;0.7;211.2;51.6;Omen;Vandal
NJCU suerte;Radiant;140.6;108.0;25.0;0;77;44;108.0;280.0;1.07;0.8;210.1;61.0;Raze;Vandal
zwaki;Radiant;143.2;163.0;17.9;2;138;108;163.0;654.0;1.02;0.7;214.8;57.5;Omen;Vandal
Joredy;Radiant;139.9;107.0;25.2;0;75;50;107.0;272.0;1.01;0.7;212.2;63.8;Fade;Vandal
elzziD;Radiant;145.7;113.0;20.2;0;64;37;113.0;217.0;1.06;0.8;228.9;50.0;Jett;Phantom
crayon;Radiant;119.9;161.0;22.7;0;157;81;161.0;630.0;0.85;0.6;181.8;40.6;Cypher;Vandal
TwitchEstabr0k;Radiant;142.9;393.0;26.4;2;225;113;393.0;585.0;1.07;0.8;219.6;46.4;Reyna;Vandal
Twitch hakqim;Radiant;154.9;208.0;35.1;3;127;86;208.0;296.0;1.26;0.9;239.7;55.6;Jett;Vandal
Leisure;Radiant;157.8;75.0;34.6;2;59;48;75.0;281.0;1.29;0.9;237.9;60.0;Reyna;Vandal
Me Isaac;Radiant;134.0;183.0;20.5;1;126;70;183.0;427.0;1.02;0.7;207.2;53.7;Chamber;Vandal
kira;Radiant;159.5;240.0;32.5;0;119;60;240.0;243.0;1.14;0.8;242.4;54.8;Reyna;Vandal
Loyski;Immortal;144.9;154.0;16.9;3;105;75;154.0;395.0;1.12;0.8;220.1;57.3;Chamber;Phantom
ROYCE;Radiant;156.1;172.0;21.5;3;104;67;172.0;349.0;0.98;0.8;232.4;55.2;Jett;Vandal
sach;Radiant;141.9;114.0;31.6;1;60;43;114.0;175.0;1.05;0.8;218.0;61.5;Chamber;Vandal
Roku;Radiant;150.4;190.0;30.4;5;138;47;190.0;457.0;1.04;0.8;228.7;53.7;Sova;Vandal
kizz;Radiant;156.3;264.0;23.3;5;148;85;264.0;584.0;1.15;0.8;245.8;52.0;Fade;Vandal
ReCkT;Radiant;134.5;94.0;25.4;1;77;34;94.0;296.0;1.02;0.7;206.5;55.8;Chamber;Vandal
Lucifer;Radiant;150.9;231.0;19.5;1;150;113;231.0;644.0;1.15;0.8;226.3;48.8;Raze;Vandal
BTR Kaktus;Radiant;135.3;100.0;17.6;0;91;55;100.0;392.0;1.06;0.7;210.6;52.4;Sova;Vandal
ok Sora;Radiant;163.5;88.0;20.9;2;60;42;88.0;216.0;1.19;0.9;252.3;70.6;Raze;Phantom
pwn;Radiant;158.2;223.0;30.6;4;107;63;223.0;277.0;1.19;0.9;241.8;45.7;Chamber;Vandal
è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰è‘‰;Radiant;155.5;160.0;26.7;3;83;45;160.0;181.0;1.11;0.8;239.9;53.9;Jett;Vandal
N4RRATE;Radiant;164.6;195.0;23.1;2;114;71;195.0;500.0;1.29;0.9;251.2;56.5;Chamber;Vandal
DNL dags;Radiant;138.0;128.0;28.2;1;56;41;128.0;153.0;1.1;0.7;210.6;52.3;Chamber;Vandal
config;Radiant;154.2;320.0;35.7;4;159;87;320.0;306.0;1.12;0.8;238.6;46.6;Chamber;Vandal
uni;Radiant;141.8;223.0;30.2;1;109;56;223.0;274.0;1.0;0.8;218.6;49.2;Jett;Vandal
JimmyJam;Radiant;128.8;241.0;18.5;5;155;72;241.0;447.0;0.94;0.7;203.5;44.2;Skye;Vandal
Gera;Radiant;136.5;147.0;24.7;1;98;59;147.0;460.0;1.02;0.7;209.4;41.5;Jett;Vandal
ACM;Radiant;168.9;115.0;26.1;1;57;42;115.0;163.0;1.37;0.9;258.8;52.4;Reyna;Vandal
gaming warlord;Radiant;147.0;51.0;32.8;1;47;31;51.0;171.0;1.15;0.8;217.8;72.4;Brimstone;Vandal
AlphAn1te;Radiant;147.7;288.0;22.6;7;175;120;288.0;564.0;1.17;0.8;227.4;56.7;Reyna;Vandal
stare;Radiant;144.7;190.0;33.4;0;105;40;190.0;218.0;0.99;0.8;225.1;42.2;Jett;Vandal
yuhn;Radiant;148.9;532.0;18.1;7;245;138;532.0;834.0;1.04;0.8;230.9;57.2;Jett;Vandal
KaZu;Radiant;153.8;308.0;38.2;6;154;83;308.0;344.0;1.12;0.8;236.6;59.3;Reyna;Vandal
Mugiwaraãã—ã¦ãƒžã‚¤;Radiant;141.8;229.0;25.2;1;141;72;229.0;412.0;0.96;0.7;215.7;52.3;Yoru;Phantom
BHOP Logic;Radiant;142.7;191.0;18.6;1;134;80;191.0;545.0;1.07;0.8;218.2;50.0;Sova;Vandal
Andromeda;Radiant;146.6;208.0;24.8;2;168;88;208.0;598.0;1.13;0.8;227.4;54.0;Viper;Vandal
Enzo;Radiant;135.1;184.0;17.3;3;122;86;184.0;519.0;1.07;0.8;211.1;51.5;Reyna;Vandal
buddy;Immortal;136.8;238.0;23.0;1;136;85;238.0;347.0;0.98;0.7;211.4;54.0;Jett;Phantom
walking ult orb;Radiant;162.2;217.0;23.5;3;78;43;217.0;222.0;1.16;0.9;255.9;56.1;Jett;Phantom
alfonsobeams;Radiant;150.3;214.0;21.2;4;106;83;214.0;324.0;1.23;0.8;236.1;54.0;Chamber;Vandal
WolfNinja;Radiant;161.0;269.0;22.3;5;121;75;269.0;433.0;1.07;0.8;243.6;51.2;Jett;Vandal
sooya;Radiant;159.4;177.0;27.5;3;106;51;177.0;276.0;1.22;0.9;243.4;66.1;Jett;Vandal
BBL justyfoh;Radiant;159.3;84.0;29.1;1;53;48;84.0;275.0;1.28;0.8;244.6;65.8;Fade;Vandal
FriedRice;Radiant;145.3;365.0;18.7;2;256;105;365.0;695.0;0.96;0.8;224.1;49.6;Jett;Vandal
Kenzilla;Radiant;144.7;153.0;17.8;5;104;51;153.0;328.0;0.97;0.8;225.4;51.6;Reyna;Vandal
Evix;Radiant;147.6;125.0;25.1;1;68;58;125.0;369.0;1.06;0.8;224.2;47.4;Fade;Vandal
Shish Kabob;Radiant;119.8;181.0;21.5;2;154;104;181.0;822.0;0.91;0.6;185.3;46.3;Viper;Vandal
chocomint;Radiant;136.6;149.0;31.9;2;80;36;149.0;190.0;0.98;0.7;209.1;43.9;Reyna;Vandal
Chubzies;Radiant;124.7;82.0;22.1;1;53;42;82.0;210.0;0.88;0.6;184.4;58.1;Chamber;Vandal
gaRRett;Radiant;145.2;316.0;27.7;4;164;71;316.0;608.0;0.96;0.8;222.1;48.7;Raze;Vandal
RECONCILE;Radiant;122.5;136.0;27.6;0;108;68;136.0;336.0;0.95;0.7;183.9;49.4;Chamber;Vandal
Kevin Nguyen;Radiant;178.6;440.0;23.8;6;174;112;440.0;481.0;1.23;0.9;275.4;61.5;Raze;Vandal
Dire;Radiant;151.8;189.0;23.0;1;126;76;189.0;441.0;1.15;0.8;228.4;67.8;Jett;Vandal
